88.544,69.647,16311.749,12631.929,770.666
82.977,-1.956,16246.429,11481.73,811.794
86.76,-73.739,16340.235,10314.228,751.178
0.07,59.965,14936.858,12482.769,762.349
-3.172,-14.43,14885.665,11308.226,1016.443
1.061,-66.849,14947.986,10435.86,765.182
-86.123,70.548,13561.393,12644.357,791.479
-91.392,-4.883,13535.4,11444.393,895.774
-94.364,-77.342,13515.624,10360.523,944.991
